Date,Open,High,Low,Close,Adj Close,Volume
2003-10-10,665.000000,665.000000,655.000000,655.000000,372.019897,6077500
2003-10-13,660.000000,660.000000,655.000000,660.000000,374.859863,1145000
2003-10-14,660.000000,665.000000,660.000000,660.000000,374.859863,9725000
2003-10-15,660.000000,660.000000,650.000000,650.000000,369.180176,12750000
2003-10-16,655.000000,655.000000,650.000000,650.000000,369.180176,7362500
2003-10-17,655.000000,655.000000,650.000000,655.000000,372.019897,11207500
2003-10-20,655.000000,655.000000,650.000000,650.000000,369.180176,8195000
2003-10-21,650.000000,650.000000,650.000000,650.000000,369.180176,7077500
2003-10-22,650.000000,650.000000,640.000000,640.000000,363.500427,8332500
2003-10-23,640.000000,640.000000,620.000000,620.000000,352.141083,18522500
2003-10-24,630.000000,650.000000,630.000000,645.000000,366.340210,4672500
2003-10-27,645.000000,650.000000,640.000000,645.000000,366.340210,6855000
2003-10-28,650.000000,655.000000,640.000000,645.000000,366.340210,11830000
2003-10-29,640.000000,640.000000,630.000000,635.000000,360.660614,7225000
2003-10-30,635.000000,635.000000,620.000000,625.000000,354.980927,6600000
2003-10-31,625.000000,645.000000,625.000000,645.000000,366.340210,21720000
2003-11-03,640.000000,640.000000,635.000000,640.000000,363.500427,4307500
2003-11-04,640.000000,655.000000,640.000000,650.000000,369.180176,14200000
2003-11-05,650.000000,650.000000,640.000000,640.000000,363.500427,6282500
2003-11-06,640.000000,645.000000,640.000000,645.000000,366.340210,4260000
2003-11-07,645.000000,650.000000,645.000000,650.000000,369.180176,10940000
2003-11-10,645.000000,660.000000,645.000000,660.000000,374.859863,8895000
2003-11-11,655.000000,660.000000,650.000000,660.000000,374.859863,13595000
2003-11-12,660.000000,665.000000,655.000000,655.000000,372.019897,12485000
2003-11-13,645.000000,645.000000,640.000000,645.000000,374.341431,9012500
2003-11-14,640.000000,645.000000,640.000000,640.000000,371.439575,2102500
2003-11-17,640.000000,640.000000,635.000000,635.000000,368.537750,4522500
2003-11-18,630.000000,635.000000,630.000000,635.000000,368.537750,3337500
2003-11-19,630.000000,630.000000,625.000000,630.000000,365.635834,6865000
2003-11-20,625.000000,630.000000,625.000000,630.000000,365.635834,5892500
2003-11-21,635.000000,635.000000,635.000000,635.000000,368.537750,4890000
2003-11-24,635.000000,635.000000,635.000000,635.000000,368.537750,0
2003-11-25,635.000000,635.000000,635.000000,635.000000,368.537750,0
2003-11-26,635.000000,635.000000,635.000000,635.000000,368.537750,0
2003-11-27,635.000000,635.000000,635.000000,635.000000,368.537750,0
2003-11-28,635.000000,635.000000,635.000000,635.000000,368.537750,0
2003-12-01,640.000000,685.000000,640.000000,685.000000,397.556488,56602500
2003-12-02,690.000000,695.000000,665.000000,670.000000,388.850891,38365000
2003-12-03,670.000000,675.000000,670.000000,670.000000,388.850891,11140000
2003-12-04,670.000000,670.000000,660.000000,665.000000,385.948853,2682500
2003-12-05,665.000000,665.000000,655.000000,655.000000,380.145233,5652500
2003-12-08,655.000000,660.000000,655.000000,655.000000,380.145233,6912500
2003-12-09,660.000000,665.000000,650.000000,650.000000,377.243347,14847500
2003-12-10,655.000000,655.000000,650.000000,650.000000,377.243347,6752500
2003-12-11,655.000000,655.000000,650.000000,655.000000,380.145233,4812500
2003-12-12,655.000000,655.000000,650.000000,650.000000,377.243347,1580000
2003-12-15,650.000000,650.000000,650.000000,650.000000,377.243347,9632500
2003-12-16,650.000000,665.000000,650.000000,660.000000,383.047119,28475000
2003-12-17,660.000000,660.000000,655.000000,655.000000,380.145233,8635000
2003-12-18,660.000000,680.000000,660.000000,670.000000,388.850891,34120000
2003-12-19,680.000000,690.000000,680.000000,685.000000,397.556488,31952500
2003-12-22,685.000000,690.000000,680.000000,690.000000,400.458374,7957500
2003-12-23,690.000000,690.000000,685.000000,685.000000,397.556488,3205000
2003-12-24,685.000000,685.000000,685.000000,685.000000,397.556488,0
2003-12-25,685.000000,685.000000,685.000000,685.000000,397.556488,0
2003-12-26,685.000000,685.000000,685.000000,685.000000,397.556488,0
2003-12-29,690.000000,735.000000,690.000000,735.000000,426.575195,52275000
2003-12-30,740.000000,755.000000,725.000000,725.000000,420.771423,41247500
2003-12-31,725.000000,725.000000,725.000000,725.000000,420.771423,0
2004-01-01,725.000000,725.000000,725.000000,725.000000,420.771423,0
2004-01-02,700.000000,720.000000,700.000000,715.000000,414.967651,6170000
2004-01-05,725.000000,725.000000,715.000000,715.000000,414.967651,4175000
2004-01-06,720.000000,725.000000,715.000000,715.000000,414.967651,12107500
2004-01-07,715.000000,715.000000,705.000000,705.000000,409.163910,9315000
2004-01-08,710.000000,730.000000,710.000000,715.000000,414.967651,13320000
2004-01-09,725.000000,750.000000,720.000000,735.000000,426.575195,23690000
2004-01-12,730.000000,730.000000,725.000000,725.000000,420.771423,1555000
2004-01-13,720.000000,725.000000,715.000000,715.000000,414.967651,3390000
2004-01-14,720.000000,730.000000,720.000000,730.000000,423.673309,4420000
2004-01-15,740.000000,755.000000,740.000000,750.000000,435.280884,22942500
2004-01-16,750.000000,775.000000,750.000000,775.000000,449.790222,20105000
2004-01-19,775.000000,790.000000,765.000000,765.000000,443.986511,4252500
2004-01-20,765.000000,765.000000,760.000000,765.000000,443.986511,2180000
2004-01-21,760.000000,765.000000,750.000000,750.000000,435.280884,3242500
2004-01-22,750.000000,750.000000,750.000000,750.000000,435.280884,0
2004-01-23,755.000000,770.000000,755.000000,770.000000,446.888306,5007500
2004-01-26,770.000000,795.000000,770.000000,780.000000,452.692078,18470000
2004-01-27,780.000000,785.000000,760.000000,760.000000,441.084564,9430000
2004-01-28,760.000000,770.000000,745.000000,750.000000,435.280884,10557500
2004-01-29,750.000000,760.000000,750.000000,755.000000,438.182556,4630000
2004-01-30,755.000000,765.000000,755.000000,765.000000,443.986511,4690000
2004-02-02,765.000000,765.000000,765.000000,765.000000,443.986511,0
2004-02-03,765.000000,765.000000,745.000000,745.000000,432.378967,5925000
2004-02-04,740.000000,745.000000,740.000000,740.000000,429.477081,9997500
2004-02-05,745.000000,770.000000,745.000000,760.000000,441.084564,8245000
2004-02-06,770.000000,770.000000,765.000000,770.000000,446.888306,3640000
2004-02-09,770.000000,770.000000,760.000000,765.000000,443.986511,6812500
2004-02-10,770.000000,770.000000,765.000000,765.000000,443.986511,1562500
2004-02-11,770.000000,775.000000,765.000000,770.000000,446.888306,1782500
2004-02-12,770.000000,775.000000,765.000000,770.000000,446.888306,13817500
2004-02-13,770.000000,775.000000,765.000000,770.000000,446.888306,9775000
2004-02-16,765.000000,765.000000,750.000000,755.000000,438.182556,14002500
2004-02-17,755.000000,760.000000,740.000000,745.000000,432.378967,14745000
2004-02-18,745.000000,745.000000,720.000000,720.000000,423.554871,23560000
2004-02-19,730.000000,730.000000,715.000000,715.000000,420.613434,32702500
2004-02-20,720.000000,730.000000,715.000000,715.000000,420.613434,14675000
2004-02-23,715.000000,715.000000,715.000000,715.000000,420.613434,0
2004-02-24,715.000000,725.000000,715.000000,725.000000,426.496185,13015000
2004-02-25,725.000000,725.000000,720.000000,720.000000,423.554871,6007500
2004-02-26,715.000000,715.000000,710.000000,710.000000,417.672150,14975000
2004-02-27,705.000000,705.000000,670.000000,680.000000,400.023926,83285000
2004-03-01,680.000000,680.000000,670.000000,675.000000,397.082703,22715000
2004-03-02,685.000000,735.000000,685.000000,735.000000,432.378967,81825000
2004-03-03,725.000000,725.000000,715.000000,715.000000,420.613434,7415000
2004-03-04,715.000000,715.000000,705.000000,710.000000,417.672150,6522500
2004-03-05,710.000000,720.000000,710.000000,715.000000,420.613434,8917500
2004-03-08,710.000000,710.000000,705.000000,705.000000,414.730804,4450000
2004-03-09,710.000000,720.000000,710.000000,710.000000,417.672150,2900000
2004-03-10,710.000000,710.000000,700.000000,710.000000,417.672150,20375000
2004-03-11,700.000000,705.000000,690.000000,690.000000,405.906708,8505000
2004-03-12,680.000000,695.000000,680.000000,685.000000,402.965485,4950000
2004-03-15,690.000000,695.000000,675.000000,680.000000,400.023926,7052500
2004-03-16,680.000000,690.000000,665.000000,690.000000,405.906708,16485000
2004-03-17,690.000000,695.000000,690.000000,690.000000,405.906708,10100000
2004-03-18,700.000000,715.000000,700.000000,705.000000,414.730804,12787500
2004-03-19,710.000000,710.000000,705.000000,710.000000,417.672150,1400000
2004-03-22,710.000000,710.000000,710.000000,710.000000,417.672150,0
2004-03-23,700.000000,710.000000,700.000000,710.000000,417.672150,2215000
2004-03-24,710.000000,710.000000,705.000000,710.000000,417.672150,2915000
2004-03-25,695.000000,695.000000,690.000000,690.000000,405.906708,2395000
2004-03-26,700.000000,705.000000,680.000000,695.000000,408.848175,16797500
2004-03-29,695.000000,710.000000,695.000000,710.000000,417.672150,14562500
2004-03-30,710.000000,715.000000,705.000000,705.000000,414.730804,10025000
2004-03-31,705.000000,710.000000,695.000000,710.000000,417.672150,12427500
2004-04-01,710.000000,710.000000,695.000000,710.000000,417.672150,6302500
2004-04-02,710.000000,715.000000,705.000000,710.000000,417.672150,14227500
2004-04-05,710.000000,710.000000,710.000000,710.000000,417.672150,0
2004-04-06,715.000000,725.000000,710.000000,725.000000,426.496185,18165000
2004-04-07,725.000000,725.000000,715.000000,720.000000,423.554871,10997500
2004-04-08,720.000000,750.000000,720.000000,735.000000,432.378967,64967500
2004-04-09,735.000000,735.000000,735.000000,735.000000,432.378967,0
2004-04-12,730.000000,730.000000,710.000000,720.000000,423.554871,2927500
2004-04-13,725.000000,730.000000,720.000000,720.000000,423.554871,3440000
2004-04-14,720.000000,735.000000,720.000000,735.000000,432.378967,4825000
2004-04-15,730.000000,740.000000,725.000000,730.000000,429.437561,3092500
2004-04-16,730.000000,730.000000,730.000000,730.000000,429.437561,115000
2004-04-19,730.000000,740.000000,725.000000,735.000000,432.378967,1652500
2004-04-20,735.000000,755.000000,735.000000,750.000000,441.202820,25437500
2004-04-21,750.000000,765.000000,745.000000,755.000000,444.144348,21290000
2004-04-22,755.000000,755.000000,740.000000,740.000000,435.320282,6500000
2004-04-23,750.000000,750.000000,730.000000,730.000000,429.437561,7340000
2004-04-26,725.000000,735.000000,725.000000,730.000000,429.437561,4842500
2004-04-27,730.000000,750.000000,730.000000,740.000000,435.320282,14480000
2004-04-28,740.000000,755.000000,740.000000,750.000000,441.202820,18230000
2004-04-29,750.000000,750.000000,730.000000,745.000000,438.261688,19132500
2004-04-30,735.000000,740.000000,725.000000,735.000000,432.378967,18052500
2004-05-03,735.000000,735.000000,735.000000,735.000000,432.378967,0
2004-05-04,730.000000,735.000000,730.000000,735.000000,432.378967,5155000
2004-05-05,735.000000,735.000000,720.000000,720.000000,423.554871,6250000
2004-05-06,710.000000,730.000000,710.000000,725.000000,426.496185,8950000
2004-05-07,720.000000,725.000000,720.000000,720.000000,423.554871,9715000
2004-05-10,710.000000,710.000000,690.000000,700.000000,411.789398,13150000
2004-05-11,685.000000,735.000000,685.000000,730.000000,429.437561,8595000
2004-05-12,735.000000,755.000000,735.000000,745.000000,438.261688,19930000
2004-05-13,745.000000,765.000000,740.000000,750.000000,441.202820,13287500
2004-05-14,750.000000,755.000000,745.000000,745.000000,438.261688,3255000
2004-05-17,720.000000,730.000000,675.000000,675.000000,397.082703,21637500
2004-05-18,710.000000,710.000000,675.000000,705.000000,414.730804,7160000
2004-05-19,710.000000,730.000000,710.000000,710.000000,417.672150,15312500
2004-05-20,710.000000,710.000000,710.000000,710.000000,417.672150,0
2004-05-21,715.000000,730.000000,715.000000,730.000000,429.437561,4880000
2004-05-24,730.000000,735.000000,725.000000,735.000000,432.378967,3742500
2004-05-25,735.000000,735.000000,710.000000,715.000000,420.613434,5892500
2004-05-26,720.000000,725.000000,715.000000,715.000000,420.613434,1492500
2004-05-27,725.000000,725.000000,720.000000,720.000000,423.554871,5145000
2004-05-28,720.000000,725.000000,720.000000,720.000000,423.554871,557500
2004-05-31,720.000000,720.000000,720.000000,720.000000,423.554871,462500
2004-06-01,720.000000,725.000000,720.000000,725.000000,426.496185,1572500
2004-06-02,725.000000,730.000000,720.000000,730.000000,429.437561,3520000
2004-06-03,730.000000,730.000000,730.000000,730.000000,429.437561,0
2004-06-04,715.000000,730.000000,715.000000,730.000000,429.437561,3395000
2004-06-07,725.000000,740.000000,725.000000,740.000000,435.320282,3535000
2004-06-08,735.000000,740.000000,735.000000,735.000000,432.378967,4907500
2004-06-09,730.000000,735.000000,730.000000,735.000000,432.378967,5832500
2004-06-10,735.000000,740.000000,735.000000,740.000000,435.320282,18947500
2004-06-11,735.000000,740.000000,735.000000,735.000000,432.378967,9007500
2004-06-14,735.000000,740.000000,735.000000,740.000000,435.320282,2107500
2004-06-15,735.000000,770.000000,735.000000,755.000000,444.144348,46780000
2004-06-16,760.000000,760.000000,755.000000,760.000000,447.085754,4867500
2004-06-17,755.000000,755.000000,750.000000,755.000000,444.144348,12905000
2004-06-18,740.000000,740.000000,725.000000,725.000000,426.496185,675000
2004-06-21,725.000000,730.000000,725.000000,730.000000,429.437561,3122500
2004-06-22,725.000000,735.000000,725.000000,735.000000,432.378967,2217500
2004-06-23,735.000000,745.000000,725.000000,725.000000,426.496185,22230000
2004-06-24,730.000000,740.000000,720.000000,740.000000,435.320282,35992500
2004-06-25,740.000000,770.000000,740.000000,770.000000,452.968414,44372500
2004-06-28,760.000000,760.000000,755.000000,760.000000,447.085754,2457500
2004-06-29,760.000000,760.000000,760.000000,760.000000,447.085754,1972500
2004-06-30,765.000000,790.000000,765.000000,785.000000,461.792542,28802500
2004-07-01,775.000000,775.000000,760.000000,760.000000,447.085754,3135000
2004-07-02,765.000000,785.000000,765.000000,780.000000,458.851013,1670000
2004-07-05,780.000000,780.000000,780.000000,780.000000,458.851013,0
2004-07-06,790.000000,790.000000,785.000000,790.000000,464.733795,6392500
2004-07-07,790.000000,795.000000,790.000000,790.000000,464.733795,1602500
2004-07-08,790.000000,815.000000,790.000000,795.000000,467.675018,20865000
2004-07-09,795.000000,795.000000,780.000000,780.000000,458.851013,7905000
2004-07-12,780.000000,780.000000,760.000000,780.000000,458.851013,12512500
2004-07-13,780.000000,795.000000,780.000000,790.000000,464.733795,7122500
2004-07-14,785.000000,785.000000,770.000000,780.000000,458.851013,1010000
2004-07-15,780.000000,780.000000,775.000000,775.000000,455.909668,2335000
2004-07-16,765.000000,775.000000,765.000000,770.000000,462.517090,6162500
2004-07-19,765.000000,775.000000,765.000000,770.000000,462.517090,4312500
2004-07-20,770.000000,775.000000,770.000000,775.000000,465.520447,8727500
2004-07-21,775.000000,775.000000,770.000000,770.000000,462.517090,3317500
2004-07-22,765.000000,765.000000,755.000000,760.000000,456.510376,12787500
2004-07-23,760.000000,760.000000,755.000000,755.000000,453.507080,6330000
2004-07-26,750.000000,755.000000,745.000000,755.000000,453.507080,10082500
2004-07-27,755.000000,765.000000,755.000000,765.000000,459.513733,11667500
2004-07-28,765.000000,775.000000,765.000000,770.000000,462.517090,9090000
2004-07-29,765.000000,780.000000,765.000000,775.000000,465.520447,18397500
2004-07-30,775.000000,775.000000,750.000000,755.000000,453.507080,7590000
2004-08-02,755.000000,760.000000,755.000000,760.000000,456.510376,4757500
2004-08-03,760.000000,775.000000,760.000000,770.000000,462.517090,20242500
2004-08-04,770.000000,770.000000,765.000000,765.000000,459.513733,895000
2004-08-05,760.000000,760.000000,755.000000,755.000000,453.507080,11807500
2004-08-06,755.000000,760.000000,755.000000,760.000000,456.510376,3380000
2004-08-09,755.000000,755.000000,735.000000,735.000000,441.493561,25050000
2004-08-10,740.000000,745.000000,735.000000,735.000000,441.493561,17010000
2004-08-11,740.000000,745.000000,740.000000,740.000000,444.497040,10662500
2004-08-12,740.000000,740.000000,730.000000,735.000000,441.493561,6765000
2004-08-13,730.000000,735.000000,725.000000,730.000000,438.490265,7600000
2004-08-16,730.000000,735.000000,725.000000,730.000000,438.490265,4082500
2004-08-17,730.000000,730.000000,730.000000,730.000000,438.490265,0
2004-08-18,730.000000,730.000000,730.000000,730.000000,438.490265,2385000
2004-08-19,730.000000,730.000000,730.000000,730.000000,438.490265,3735000
2004-08-20,730.000000,730.000000,720.000000,725.000000,435.486908,9902500
2004-08-23,725.000000,725.000000,700.000000,710.000000,426.476868,52545000
2004-08-24,705.000000,705.000000,670.000000,680.000000,408.456604,89327500
2004-08-25,680.000000,680.000000,655.000000,660.000000,396.443268,67630000
2004-08-26,660.000000,675.000000,660.000000,665.000000,399.446533,44447500
2004-08-27,665.000000,675.000000,660.000000,675.000000,405.453339,57067500
2004-08-30,675.000000,680.000000,670.000000,675.000000,405.453339,30070000
2004-08-31,675.000000,675.000000,660.000000,670.000000,402.449921,48860000
2004-09-01,670.000000,685.000000,670.000000,680.000000,408.456604,60320000
2004-09-02,680.000000,685.000000,675.000000,685.000000,411.459991,39575000
2004-09-03,685.000000,700.000000,685.000000,700.000000,420.470154,105085000
2004-09-06,700.000000,700.000000,690.000000,690.000000,414.463379,18507500
2004-09-07,690.000000,690.000000,685.000000,690.000000,414.463379,3895000
2004-09-08,690.000000,695.000000,690.000000,695.000000,417.466736,6352500
2004-09-09,695.000000,695.000000,665.000000,680.000000,408.456604,78287500
2004-09-10,680.000000,695.000000,680.000000,690.000000,414.463379,27110000
2004-09-13,690.000000,690.000000,690.000000,690.000000,414.463379,0
2004-09-14,695.000000,700.000000,690.000000,695.000000,417.466736,54487500
2004-09-15,695.000000,700.000000,695.000000,700.000000,420.470154,41067500
2004-09-16,695.000000,700.000000,690.000000,700.000000,420.470154,15705000
2004-09-17,700.000000,700.000000,685.000000,695.000000,417.466736,24895000
2004-09-20,695.000000,695.000000,695.000000,695.000000,417.466736,0
2004-09-21,700.000000,700.000000,685.000000,690.000000,414.463379,64120000
2004-09-22,690.000000,690.000000,675.000000,680.000000,408.456604,37510000
2004-09-23,680.000000,680.000000,675.000000,680.000000,408.456604,14410000
2004-09-24,680.000000,680.000000,675.000000,680.000000,408.456604,6175000
2004-09-27,680.000000,680.000000,670.000000,670.000000,402.449921,5282500
2004-09-28,670.000000,670.000000,660.000000,660.000000,396.443268,86492500
2004-09-29,660.000000,660.000000,645.000000,650.000000,390.436493,39232500
2004-09-30,655.000000,660.000000,650.000000,650.000000,390.436493,3395000
2004-10-01,655.000000,660.000000,655.000000,660.000000,396.443268,34215000
2004-10-04,660.000000,670.000000,660.000000,665.000000,399.446533,32537500
2004-10-05,665.000000,665.000000,650.000000,650.000000,390.436493,29297500
2004-10-06,650.000000,650.000000,640.000000,650.000000,390.436493,29042500
2004-10-07,645.000000,645.000000,625.000000,630.000000,378.423126,85812500
2004-10-08,630.000000,630.000000,610.000000,625.000000,375.419739,58560000
2004-10-11,630.000000,645.000000,630.000000,630.000000,378.423126,94077500
2004-10-12,630.000000,640.000000,620.000000,625.000000,375.419739,38895000
2004-10-13,625.000000,630.000000,625.000000,630.000000,378.423126,24415000
2004-10-14,625.000000,635.000000,625.000000,625.000000,375.419739,18317500
2004-10-15,625.000000,630.000000,620.000000,625.000000,375.419739,10190000
2004-10-18,625.000000,630.000000,620.000000,630.000000,378.423126,11337500
2004-10-19,630.000000,630.000000,625.000000,625.000000,375.419739,7260000
2004-10-20,625.000000,630.000000,620.000000,625.000000,375.419739,13197500
2004-10-21,625.000000,625.000000,615.000000,625.000000,375.419739,11512500
2004-10-22,625.000000,640.000000,620.000000,640.000000,384.429810,21572500
2004-10-25,635.000000,640.000000,625.000000,635.000000,381.426453,18767500
2004-10-26,630.000000,640.000000,625.000000,640.000000,384.429810,22250000
2004-10-27,635.000000,635.000000,630.000000,635.000000,381.426453,5595000
2004-10-28,635.000000,645.000000,630.000000,645.000000,387.433197,31102500
2004-10-29,645.000000,665.000000,640.000000,655.000000,393.439972,80342500
2004-11-01,650.000000,660.000000,645.000000,660.000000,396.443268,19962500
2004-11-02,660.000000,665.000000,650.000000,650.000000,390.436493,25735000
2004-11-03,655.000000,655.000000,645.000000,655.000000,393.439972,27620000
2004-11-04,655.000000,655.000000,645.000000,650.000000,390.436493,13997500
2004-11-05,650.000000,655.000000,645.000000,650.000000,390.436493,16117500
2004-11-08,650.000000,650.000000,640.000000,640.000000,384.429810,16682500
2004-11-09,640.000000,645.000000,635.000000,640.000000,384.429810,16957500
2004-11-10,645.000000,650.000000,640.000000,650.000000,390.436493,32262500
2004-11-11,650.000000,655.000000,650.000000,655.000000,393.439972,3727500
2004-11-12,655.000000,655.000000,645.000000,650.000000,390.436493,8370000
2004-11-15,650.000000,650.000000,650.000000,650.000000,390.436493,0
2004-11-16,650.000000,650.000000,650.000000,650.000000,390.436493,0
2004-11-17,650.000000,650.000000,650.000000,650.000000,390.436493,0
2004-11-18,650.000000,650.000000,650.000000,650.000000,390.436493,0
2004-11-19,650.000000,650.000000,650.000000,650.000000,390.436493,0
2004-11-22,650.000000,655.000000,650.000000,655.000000,393.439972,6677500
2004-11-23,655.000000,670.000000,650.000000,670.000000,402.449921,28970000
2004-11-24,670.000000,670.000000,650.000000,655.000000,393.439972,37820000
2004-11-25,655.000000,655.000000,640.000000,645.000000,387.433197,59425000
2004-11-26,645.000000,650.000000,640.000000,640.000000,384.429810,16002500
2004-11-29,650.000000,650.000000,645.000000,650.000000,390.436493,11772500
2004-11-30,650.000000,665.000000,650.000000,665.000000,399.446533,67770000
2004-12-01,665.000000,665.000000,655.000000,660.000000,396.443268,21197500
2004-12-02,655.000000,655.000000,645.000000,645.000000,395.829529,48797500
2004-12-03,650.000000,650.000000,645.000000,650.000000,398.897980,13070000
2004-12-06,650.000000,660.000000,650.000000,660.000000,405.034851,19680000
2004-12-07,655.000000,655.000000,650.000000,650.000000,398.897980,8950000
2004-12-08,650.000000,655.000000,650.000000,650.000000,398.897980,14030000
2004-12-09,650.000000,655.000000,645.000000,655.000000,401.966431,28755000
2004-12-10,650.000000,650.000000,640.000000,650.000000,398.897980,26635000
2004-12-13,650.000000,650.000000,640.000000,650.000000,398.897980,8870000
2004-12-14,650.000000,650.000000,635.000000,635.000000,389.692719,7625000
2004-12-15,640.000000,665.000000,640.000000,665.000000,408.103363,63765000
2004-12-16,665.000000,665.000000,655.000000,660.000000,405.034851,5042500
2004-12-17,660.000000,665.000000,660.000000,665.000000,408.103363,6427500
2004-12-20,660.000000,670.000000,660.000000,665.000000,408.103363,48427500
2004-12-21,670.000000,670.000000,665.000000,665.000000,408.103363,8477500
2004-12-22,665.000000,665.000000,660.000000,665.000000,408.103363,4400000
2004-12-23,665.000000,665.000000,660.000000,660.000000,405.034851,7595000
2004-12-24,660.000000,660.000000,660.000000,660.000000,405.034851,0
2004-12-27,665.000000,670.000000,665.000000,665.000000,408.103363,10717500
2004-12-28,665.000000,670.000000,665.000000,670.000000,411.171783,8210000
2004-12-29,670.000000,670.000000,665.000000,670.000000,411.171783,8532500
2004-12-30,665.000000,665.000000,660.000000,660.000000,405.034851,8420000
2004-12-31,660.000000,660.000000,660.000000,660.000000,405.034851,0
2005-01-03,665.000000,670.000000,665.000000,670.000000,411.171783,7907500
2005-01-04,670.000000,675.000000,665.000000,670.000000,411.171783,11352500
2005-01-05,665.000000,670.000000,665.000000,670.000000,411.171783,10062500
2005-01-06,665.000000,665.000000,660.000000,665.000000,408.103363,10942500
2005-01-07,665.000000,665.000000,660.000000,665.000000,408.103363,1452500
2005-01-10,660.000000,670.000000,660.000000,670.000000,411.171783,14067500
2005-01-11,665.000000,665.000000,660.000000,665.000000,408.103363,10862500
2005-01-12,665.000000,670.000000,665.000000,665.000000,408.103363,7877500
2005-01-13,665.000000,665.000000,665.000000,665.000000,408.103363,4190000
2005-01-14,665.000000,685.000000,665.000000,680.000000,417.308716,129122500
2005-01-17,685.000000,690.000000,680.000000,680.000000,417.308716,20245000
2005-01-18,680.000000,680.000000,670.000000,675.000000,414.240112,3145000
2005-01-19,675.000000,675.000000,675.000000,675.000000,414.240112,7200000
2005-01-20,675.000000,685.000000,675.000000,685.000000,420.377075,36837500
2005-01-24,680.000000,700.000000,680.000000,695.000000,426.514008,38235000
2005-01-25,695.000000,700.000000,695.000000,700.000000,429.582336,22167500
2005-01-26,700.000000,705.000000,695.000000,700.000000,429.582336,32422500
2005-01-27,700.000000,705.000000,700.000000,705.000000,432.650909,3762500
2005-01-28,705.000000,705.000000,690.000000,690.000000,423.445496,27212500
2005-01-31,690.000000,700.000000,690.000000,700.000000,429.582336,5445000
2005-02-01,695.000000,700.000000,695.000000,695.000000,426.514008,4727500
2005-02-02,695.000000,715.000000,695.000000,710.000000,435.719360,49250000
2005-02-03,715.000000,715.000000,695.000000,715.000000,438.787781,8815000
2005-02-04,715.000000,725.000000,710.000000,720.000000,441.856110,26535000
2005-02-07,720.000000,720.000000,710.000000,715.000000,438.787781,4982500
2005-02-08,710.000000,710.000000,705.000000,710.000000,435.719360,3995000
2005-02-11,710.000000,710.000000,705.000000,705.000000,432.650909,3020000
2005-02-14,705.000000,710.000000,700.000000,710.000000,435.719360,6885000
2005-02-15,710.000000,720.000000,710.000000,720.000000,441.856110,12525000
2005-02-16,720.000000,720.000000,710.000000,715.000000,438.787781,3997500
2005-02-17,710.000000,715.000000,710.000000,710.000000,435.719360,6080000
2005-02-18,715.000000,715.000000,715.000000,715.000000,438.787781,5085000
2005-02-21,715.000000,715.000000,710.000000,715.000000,438.787781,7077500
2005-02-22,715.000000,715.000000,705.000000,715.000000,438.787781,2670000
2005-02-23,710.000000,715.000000,710.000000,715.000000,438.787781,5455000
2005-02-24,715.000000,715.000000,710.000000,715.000000,438.787781,7022500
2005-02-25,710.000000,710.000000,700.000000,700.000000,429.582336,13842500
2005-02-28,705.000000,715.000000,705.000000,710.000000,435.719360,9960000
2005-03-01,715.000000,730.000000,715.000000,730.000000,447.993042,24180000
2005-03-02,725.000000,730.000000,720.000000,720.000000,441.856110,8147500
2005-03-03,725.000000,735.000000,725.000000,730.000000,447.993042,4970000
